%	tw
%	percent
㗂	examin
㗎	cantones
㗎	sentenc
㗎	kai
㗎	contract
㗎	also
㗎	see
㗎	final
㗎	particl
坳	variant
坳	ao
㚻	see
㚻	ji
㚻	jian
㚻奸	variant
㚻奸	ji
㚻奸	jian
㛂	petit
㛂	grace
㛂	frail
㝄	chun
㝄	variant
㝄	old
㝇	chun
㝇	variant
㝇	old
宿	variant
宿	old
宿	su
冥	variant
冥	old
冥	ming
最	zui
最	variant
㝵	ai
㝵	variant
㝵	variant
㝵	de
㝵	old
㝵	obtain
㞎	babi
㞎	poop
㞎	see
㞎	talk
㞎	ba
㞎㞎	babi
㞎㞎	poop
㞎㞎	talk
㞗	dialect
㞗	dick
㞗	peni
㞙	variant
㞙	niao
㞙	old
㞞	semen
㞞	coll
㞞	weak
㞞	incompet
岸	variant
岛	dao
岛	variant
以	yi
以	variant
以	old
帆	fan
帆	variant
帽	variant
帽	old
帽	mao
廉	lian
廉	variant
廉	old
迥	jiong
迥	variant
㢲	xun
㢲	variant
㢴	variant
㢴	xi
㢴	old
㤅	ai
㤅	archaic
㤅	variant
恩	en
恩	variant
㥁	de
㥁	variant
㥏	asham
惬	qie
惬	variant
㥯	cautiou
㦂	variant
㦂	chang
㦂	old
㧯	shoulder
㧯	dialect
㧯	bottom
㧯	carri
㧯	wicker
㧯	one
㧯	lift
㧯	basket
㧯	round
拿	variant
拿	old
拿	na
捷	quick
捷	nimbl
捷	jie
捷	variant
晃	variant
晃	huang
据	ju
据	variant
㩐	variant
㩐	den
携	variant
携	old
携	xie
㨫	lan
㨫	variant
携	variant
携	old
携	xie
㪃	beat
㪃	hit
㪋	variant
㪋	han
散	variant
散	san
敦	variant
敦	dun
㫺	variant
㫺	xi
㫺	old
暖	variant
暖	old
暖	nuan
㬎	variant
㬎	xian
㬎	old
㬎	appar
㬎	visibl
㮎	bei
㮎	variant
㮚	variant
㮚	old
㮚	li
㮸	variant
㮸	song
橹	lu
橹	variant
㯳	qing
㯳	variant
饮	variant
饮	yin
饮	old
㱾	kind
㱾	ancient
㱾	metal
㱾	jade
㱾	ornament
㱾	worn
㱾	evil
㱾	time
㱾	ward
㱾	spirit
㲈	variant
㲈	shao
㲈	tao
㲈	variant
㲋	anim
㲋	name
㲋	ancient
㲋	rabbit
㲋	similar
㲋	bigger
㲱	variant
㲱	old
㲱	lie
㲾	yu
㲾	variant
㲾	old
㳂	yan
㳂	variant
涎	xian
涎	variant
法	fa
法	variant
㳮	variant
㳮	niao
㳮	old
深	shen
深	variant
深	old
涧	variant
涧	jian
㵪	xian
㵪	variant
㵮	water
㵮	clear
㶸	xie
㶸	unknown
㶸	relat
㶸	variant
㶸	precis
㶸	iron
㶸	mean
㷖	variant
㷖	zhao
㷖	old
㷭	variant
㷭	feng
㷭	old
㹠	variant
㹠	old
㹠	tun
㹢	see
㹢	jue
㹴	fierc
㹴	dog
㹴犬	geng
㹴犬	quan
㹴犬	variant
㺢	pi
㺢	see
㺢	huo
㺢	jia
㺢㹢狓	jia
㺢㹢狓	huo
㺢㹢狓	also
㺢㹢狓	written
㺢㹢狓	okapi
㺢㹢狓	pi
㺵	black
㺵	jade
㺵	jiu
㺵	variant
㻽	xuan
㻽	also
㻽	variant
㻽	sui
㻽	pr
碗	wan
碗	variant
留	variant
留	old
留	liu
㽮	variant
㽮	xing
㽮	old
瘪	bie
瘪	variant
㿝	variant
㿝	xiang
㿝	old
䂖	shi
䂖	variant
䂲	fa
䂲	variant
䂶	jie
䂶	variant
䃉	variant
䃉	old
䃉	min
䅵	chaff
䅵	bran
䇲	variant
䇲	ce
筲	made
筲	scrub
筲	pot
筲	contain
筲	variant
筲	chopstick
筲	brush
筲	strip
筲	basket
筲	bamboo
筲	shao
糊	variant
糊	hu
䍃	archaic
䍃	pitcher
䍃	vase
䍹	shan
䍹	variant
䒗	qi
䒗	variant
䒗	old
䔢	variant
䔢	old
䔢	hua
䕭	grass
䕭	nettl
䕭	varieti
䕭	veget
䕭	kind
䖟	variant
䖟	meng
䖟	old
䖸	e
䖸	variant
䗈	variant
䗈	meng
䗈	old
䗥	weng
䗥	see
䗥	zong
䗪	sinensi
䗪	beetl
䗪	chines
䗪	eupolyphaga
䗪	ground
蜂	feng
蜂	variant
䗶	variant
䗶	old
䗶	la
恤	variant
恤	xu
脉	mai
脉	variant
脉	old
卒	zu
卒	variant
词	variant
词	ci
词	old
䛟	variant
䛟	jia
䝓	variant
䝓	old
䝓	lie
獾	huan
獾	variant
䞓	variant
䞓	old
䞓	cheng
䟆	variant
䟆	old
䟆	bi
䟖	zhi
䟖	erron
䟖	variant
䠀	squat
䠀	sit
趟	tang
趟	variant
趟	old
䠞	variant
䠞	cu
射	variant
射	old
䤈	variant
䤈	xi
䤈	old
䥑	meitnerium
䥑	chemistri
镰	lian
镰	variant
镰	old
䥯	plow
䦉	si
䦉	variant
䦕	peng
䦕	variant
䩦	tiao
䩦	variant
䫏	exorcis
䫏	pestil
䫏	use
䫏	ugli
䫏	god
䫏	away
䫏	mask
䫏	drive
䫏	ceremoni
䫏	archaic
䫏	demon
飒	sa
飒	variant
䬠	variant
䬠	old
䬠	fei
䬪	bo
䬪	variant
驮	variant
驮	tuo
䯝	quintess
䯝	plant
䯝	variant
䯝	stem
䯝	pith
䯝	interior
䯝	marrow
䯝	soft
䯝	essenc
魂	variant
魂	hun
魂	old
鲃	see
鲃	yu
鲃	ba
鲃鱼	barbel
鲃鱼	fish
䲔	variant
䲔	jing
䲔	old
䳗	e
䳗	variant
鹅	e
鹅	variant
鹮	spoonbil
鹮	ibi
鹮	threskiornida
鹮	famili
鹮嘴鹬	speci
鹮嘴鹬	chines
鹮嘴鹬	ibisbil
鹮嘴鹬	struthersii
鹮嘴鹬	ibidorhyncha
鹮嘴鹬	bird
麸	variant
麸	fu
䵹	zhi
䵹	variant
䵹	old
衄	variant
衄	old
衄	nu
䶑	variant
䶑	ti
一	pr
一	spell
一	throughout
一	number
一	greater
一	charact
一	clariti
一	chines
一	yao
一	soon
一	articl
一	also
一	kangxi
一	entir
一	digit
一	radic
一	one
一	whole
一	singl
一一	anoth
一一	one
一一对应	correspond
一一对应	one
一一映射	map
一一映射	set
一一映射	e
一一映射	biject
一一映射	correspond
一一映射	one
一一映射	onto
一一映射	math
一丁不识	ignor
一丁不识	illiter
一丁点	bit
一丁点	wee
一丁点	tini
一下	tri
一下	use
一下	give
一下	sth
一下	one
一下	sudden
一下	verb
一下	time
一下	go
一下	bit
一下儿	yi
一下儿	variant
一下儿	erhua
一下儿	xia
一下子	short
一下子	sudden
一不做，二不休	pound
一不做，二不休	end
一不做，二不休	start
一不做，二不休	whatev
一不做，二不休	give
一不做，二不休	carri
一不做，二不休	rest
一不做，二不休	idiom
一不做，二不休	either
一不做，二不休	go
一不做，二不休	happen
一不做，二不休	penni
一不做，二不休	sinc
一不做，二不休	must
一世	king
一世	number
一世	lifelong
一世	gener
一世	time
一世	period
一世	european
一世	one
一世	era
一世	year
一世	world
一世	lifetim
一世	whole
一世	age
一世	first
一丘之貉	tribe
一丘之貉	bad
一丘之貉	jackal
一丘之貉	fig
一丘之貉	idiom
一并	variant
一并	lump
一并	other
一并	togeth
一并	along
一并	treat
一中一台	polici
一中一台	taiwan
一中一台	china
一中一台	one
一中原则	provinc
一中原则	offici
一中原则	doctrin
一中原则	one
一中原则	china
一中原则	taiwan
一中原则	principl
一之为甚	idiom
一之为甚	enough
一之谓甚	yi
一之谓甚	zhi
一之谓甚	see
一之谓甚	wei
一之谓甚	shen
一干二净	one
一干二净	thoroughli
一干二净	complet
一干二净	clean
一干二净	idiom
一了百了	death
一了百了	end
一了百了	troubl
一了百了	one
一了百了	solv
一了百了	problem
一了百了	main
一事无成	nowher
一事无成	get
一事无成	achiev
一事无成	failur
一事无成	total
一事无成	noth
一二八事变	incid
一二八事变	japanes
一二八事变	chines
一二八事变	shanghai
一二八事变	th
一二八事变	januari
一二八事变	quarter
一二八事变	upris
一五一十	count
一五一十	full
一五一十	ten
一五一十	detail
一五一十	lit
一五一十	idiom
一五一十	narrat
一五一十	five
一五一十	systemat
一些	littl
一人得道，鸡犬升天	one
一人得道，鸡犬升天	tom
一人得道，鸡犬升天	dick
一人得道，鸡犬升天	lit
一人得道，鸡犬升天	idiom
一人得道，鸡犬升天	fig
一人得道，鸡犬升天	crack
一人得道，鸡犬升天	els
一人得道，鸡犬升天	dao
一人得道，鸡犬升天	everi
一人得道，鸡犬升天	get
一人得道，鸡犬升天	rise
一人得道，鸡犬升天	croni
一人得道，鸡犬升天	govern
一人得道，鸡犬升天	man
一人得道，鸡犬升天	heaven
一人得道，鸡犬升天	success
一人得道，鸡犬升天	harri
一人得道，鸡犬升天	ride
一人得道，鸡犬升天	dog
一人得道，鸡犬升天	poultri
一人得道，鸡犬升天	achiev
一人得道，鸡犬升天	posit
一人得道，鸡犬升天	sb
一人得道，鸡犬升天	problem
一介不取	even
一介不取	penni
一介不取	take
一介不取	bribe
一代	gener
一代不如一代	gener
一代不如一代	wors
一代不如一代	get
一并	along
一并	other
一并	togeth
一并	lump
一并	treat
一来	hand
一来	one
一来二去	gradual
一来二去	cours
一来二去	littl
一来二去	time
一个中国政策	polici
一个中国政策	china
一个中国政策	one
一个人	compani
一个人	without
一个人	alon
一个人	oneself
一个人	assist
一个个	everi
一个个	one
一个劲	incessantli
一个劲	continu
一个劲	persist
一个劲儿	yi
一个劲儿	variant
一个劲儿	ge
一个劲儿	erhua
一个劲儿	jin
一个巴掌拍不响	start
一个巴掌拍不响	support
一个巴掌拍不响	anyth
一个巴掌拍不响	alon
一个巴掌拍不响	two
一个巴掌拍不响	tango
一个巴掌拍不响	one
一个巴掌拍不响	lit
一个巴掌拍不响	person
一个巴掌拍不响	achiev
一个巴掌拍不响	without
一个巴掌拍不响	palm
一个巴掌拍不响	fig
一个巴掌拍不响	disput
一个巴掌拍不响	proverb
一个巴掌拍不响	difficult
一个巴掌拍不响	clap
一个巴掌拍不响	take
一个幽灵在欧洲游荡	gespenst
一个幽灵在欧洲游荡	europa
一个幽灵在欧洲游荡	sentenc
一个幽灵在欧洲游荡	um
一个幽灵在欧洲游荡	engel
一个幽灵在欧洲游荡	manifesto
一个幽灵在欧洲游荡	marx
一个幽灵在欧洲游荡	geht
一个幽灵在欧洲游荡	communist
一个幽灵在欧洲游荡	open
一个幽灵在欧洲游荡	ein
一个接一个	anoth
一个接一个	one
一个样	yi
一个样	yang
一个萝卜一个坑	lid
一个萝卜一个坑	cours
一个萝卜一个坑	everi
一个萝卜一个坑	person
一个萝卜一个坑	lit
一个萝卜一个坑	idiom
一个萝卜一个坑	hors
一个萝卜一个坑	turnip
一个萝卜一个坑	fig
一个萝卜一个坑	posit
一个萝卜一个坑	hole
一个萝卜一个坑	kettl
一个头两个大	explod
一个头两个大	head
一个头两个大	though
一个头两个大	feel
一个头两个大	tw
一个头两个大	could
一个头两个大	one
一个头两个大	coll
一倡三叹	deepli
一倡三叹	move
一倡三叹	music
一倡三叹	literatur
一倡三叹	idiom
一侧化	later
一传十，十传百	infecti
一传十，十传百	old
一传十，十传百	idiom
一传十，十传百	diseas
一传十，十传百	mouth
一传十，十传百	spread
一传十，十传百	pass
一传十，十传百	news
一传十，十传百	mean
一传十，十传百	quickli
一价	chemistri
一价	monoval
一元	variabl
一元	math
一元	singl
一元	univari
一元论	made
一元论	belief
一元论	univers
一元论	substanc
一元论	monism
一元论	singl
一元醇	ch
一元醇	methyl
一元醇	alcohol
一元醇	oh
一共	altogeth
一再	repeatedli
一准	yi
一准	also
一准	certainli
一准	written
一准	zhun
一刀两断	firm
一刀两断	break
一刀两断	cut
一刀两断	make
一刀两断	resolut
一刀两断	two
一刀两断	one
一刀两断	lit
一刀两断	idiom
一刀两断	fig
一刀两断	clean
一刀两断	relat
一刀两断	segment
一刀两断	knife
一刀切	cut
一刀切	fit
一刀切	divers
一刀切	solut
一刀切	one
一刀切	lit
一刀切	idiom
一刀切	stroke
一刀切	problem
一刀切	uniform
一刀切	impos
一刀切	size
一分一毫	idiom
一分一毫	bit
一分一毫	iota
一分一毫	tini
一分为二	idiom
一分为二	good
一分为二	divid
一分为二	point
一分为二	two
一分为二	one
一分为二	shortcom
一分为二	see
一分为二	sb
一分为二	everyth
一分为二	side
一分耕耘，一分收获	put
一分耕耘，一分收获	reap
一分耕耘，一分收获	sow
一分耕耘，一分收获	get
一分钱一分货	pay
一分钱一分货	noth
一分钱一分货	get
一分钱两分货	high
一分钱两分货	price
一分钱两分货	qualiti
一分钱两分货	bargain
一切	everyth
一切	everi
一切事物	everyth
一切向钱看	put
一切向钱看	money
一切向钱看	everyth
一切向钱看	els
一切如旧	everyth
一切就绪	readi
一切就绪	idiom
一切就绪	everyth
一切就绪	place
一切险	insur
一切险	risk
一刻千金	count
一刻千金	minut
一刻千金	everi
一刻千金	gold
一刻千金	time
一则	hand
一则	one
一则以喜，一则以忧	idiom
一则以喜，一则以忧	one
一则以喜，一则以忧	worri
一则以喜，一则以忧	hand
一则以喜，一则以忧	happi
一动不动	motionless
一劳永逸	done
一劳永逸	sth
一劳永逸	get
一匙	spoon
一千零一夜	night
一千零一夜	thousand
一千零一夜	book
一千零一夜	one
一半	half
一半天	soon
一半天	day
一半天	two
一卡通	yikatong
一卡通	transport
一卡通	beij
一卡通	smart
一卡通	public
一卡通	card
一去不回	gone
一去不回	forev
一去不复返	gone
一去不复返	forev
一去无影踪	gone
一去无影踪	without
一去无影踪	trace
一反常态	quit
一反常态	normal
一反常态	charact
一反常态	idiom
一反常态	state
一反常态	entir
一反常态	outsid
一反常态	chang
一反常态	uncharacterist
一反常态	norm
一反常态	complet
一口	flatli
一口	bite
一口	admit
一口	readili
一口	deni
一口	mouth
一口吃不成胖子	run
一口吃不成胖子	get
一口吃不成胖子	fat
一口吃不成胖子	one
一口吃不成胖子	lit
一口吃不成胖子	mouth
一口吃不成胖子	fig
一口吃不成胖子	learn
一口吃不成胖子	proverb
一口吃不成胖子	walk
一口吃个胖子	tri
一口吃个胖子	goal
一口吃个胖子	success
一口吃个胖子	get
一口吃个胖子	possibl
一口吃个胖子	fat
一口吃个胖子	one
一口吃个胖子	lit
一口吃个胖子	achiev
一口吃个胖子	mouth
一口吃个胖子	fig
一口吃个胖子	want
一口吃个胖子	time
一口吃个胖子	proverb
一口吃个胖子	impati
一口吃个胖子	shortest
一口咬定	assert
一口咬定	alleg
一口咬定	cling
一口咬定	one
一口咬定	arbitrarili
一口咬定	stick
一口咬定	statement
一口咬定	view
一口气	breath
一口气	stretch
一口气	one
一口气儿	yi
一口气儿	variant
一口气儿	erhua
一口气儿	qi
一口气儿	kou
一古脑儿	yi
一古脑儿	gu
一古脑儿	r
一古脑儿	variant
一古脑儿	nao
一句	sentenc
一句	line
一句	vers
一句话	short
一句话	word
一同	along
一同	togeth
一吐为快	chest
一吐为快	one
一吐为快	sth
一吐为快	get
一向	period
一向	past
一向	alway
一向	time
一向	previous
一向	recent
一周	week
一周	around
一周	one
一周	cycl
一周	way
一周	whole
一味	invari
一味	blindli
一呼百应	respond
一呼百应	en
一呼百应	hundr
一呼百应	idiom
一呼百应	call
一呼百应	answer
一呼百应	mass
一呼百应	singl
一呼百诺	attend
一呼百诺	bring
一呼百诺	hundr
一呼百诺	beck
一呼百诺	one
一呼百诺	idiom
一呼百诺	command
一呼百诺	respons
一呼百诺	call
一命呜呼	ghost
一命呜呼	last
一命呜呼	give
一命呜呼	die
一命呜呼	one
一命呜呼	breath
一命呜呼	idiom
一命归天	yi
一命归天	see
一命归天	hu
一命归天	wu
一命归天	ming
一命归西	yi
一命归西	see
一命归西	hu
一命归西	wu
一命归西	ming
一命归阴	yi
一命归阴	see
一命归阴	hu
一命归阴	wu
一命归阴	ming
一品	offici
一品	imperi
一品	superb
一品	rate
一品	rank
一品	time
一品	highest
一品	first
一品红	pulcherrima
一品红	euphorbia
一品红	poinsettia
一品锅	chafe
一品锅	dish
一哄而散	idiom
一哄而散	confus
一哄而散	dispers
一哄而起	action
一哄而起	peopl
一哄而起	rush
一哄而起	group
一哭二闹三上吊	tantrum
一哭二闹三上吊	terribl
一哭二闹三上吊	make
一哭二闹三上吊	scene
一哭二闹三上吊	idiom
一哭二闹三上吊	throw
一唱一和	idiom
一唱一和	anoth
一唱一和	one
一唱一和	echo
一唱三叹	yi
一唱三叹	see
一唱三叹	chang
一唱三叹	tan
一唱三叹	san
一问三不知	absolut
一问三不知	repli
一问三不知	question
一问三不知	fig
一问三不知	idea
一问三不知	lit
一问三不知	idiom
一问三不知	ignor
一问三不知	know
一问三不知	go
一问三不知	complet
一问三不知	whatev
一回事	thing
一回事	one
一回生，二回熟	use
一回生，二回熟	acquir
一回生，二回熟	stranger
一回生，二回熟	ripe
一回生，二回熟	idiom
一回生，二回熟	later
一回生，二回熟	soon
一回生，二回熟	unfamiliar
一回生，二回熟	lit
一回生，二回熟	raw
一回生，二回熟	awkward
一回生，二回熟	meet
一回生，二回熟	get
一回生，二回熟	becom
一回生，二回熟	tast
一回生，二回熟	skill
一回生，二回熟	friend
一回生，二回熟	first
一国两制	hong
一国两制	macau
一国两制	prc
一国两制	regard
一国两制	system
一国两制	two
一国两制	kong
一国两制	countri
一国两制	taiwan
一国两制	one
一国两制	propos
一团和气	right
一团和气	affabl
一团和气	side
一团和气	idiom
一团和气	warm
一团和气	keep
一团和气	everyon
一团漆黑	dark
一团漆黑	complet
一团漆黑	black
一团漆黑	fig
一团漆黑	pitch
一团火	fire
一团火	firebal
一团火	ball
一团糟	mess
一团糟	shambl
一团糟	complet
一团糟	chao
一团糟	bungl
一堆	pile
一场空	effort
一场空	one
一场空	futil
一场空	come
一场空	noth
一场空	hope
一块	block
一块	money
一块	piec
一块	one
一块	place
一块	togeth
一块	compani
一块	unit
一块儿	yi
一块儿	variant
一块儿	kuai
一块儿	erhua
一塌糊涂	total
一塌糊涂	mess
一塌糊涂	muddl
一塌糊涂	idiom
一塌糊涂	shambl
一塌糊涂	aw
一塌糊涂	condit
一塌糊涂	collaps
一塌糊涂	complet
一尘不染	untaint
一尘不染	even
一尘不染	speck
一尘不染	incorrupt
一尘不染	idiom
一尘不染	spotless
一尘不染	dust
一尘不染	selfless
一壁	time
一壁	side
一壁	one
一壁厢	yi
一壁厢	see
一壁厢	bi
一夔已足	talent
一夔已足	idiom
一夔已足	job
一夔已足	one
一夔已足	person
一夔已足	enough
一夕数惊	tension
一夕数惊	constant
一夕数惊	anoth
一夕数惊	one
一夕数惊	idiom
一夕数惊	state
一夕数惊	scare
一多对应	mani
一多对应	correspond
一多对应	one
一夜情	night
一夜情	stand
一夜情	one
一夜爆红	popular
一夜爆红	becom
一夜爆红	overnight
一夜露水	ephemer
一夜露水	night
一夜露水	stand
一夜露水	one
一大早	light
一大早	dawn
一大早	thing
一大早	morn
一大早	first
一大早儿	yi
一大早儿	variant
一大早儿	erhua
一大早儿	zao
一大早儿	da
一天一个样	chang
一天一个样	day
一天到晚	whole
一天到晚	day
一天到晚	long
一夫一妻	lit
一夫一妻	wife
一夫一妻	monogami
一夫一妻	husband
一夫一妻	one
一夫多妻	polygami
一夫当关，万夫莫开	ten
一夫当关，万夫莫开	enemi
一夫当关，万夫莫开	thousand
一夫当关，万夫莫开	one
一夫当关，万夫莫开	idiom
一夫当关，万夫莫开	pass
一夫当关，万夫莫开	hold
一夫当关，万夫莫开	man
一失足成千古恨	caus
一失足成千古恨	last
一失足成千古恨	may
一失足成千古恨	thousand
一失足成千古恨	hatr
一失足成千古恨	step
一失足成千古恨	one
一失足成千古恨	lit
一失足成千古恨	idiom
一失足成千古恨	wrong
一失足成千古恨	slip
一失足成千古恨	sorrow
一失足成千古恨	singl
一套	kind
一套	set
一套	old
一套	pattern
一套	collect
一套	stuff
一套	behavior
一套	suit
一如	like
一如所料	expect
一如既往	past
一如既往	idiom
一如既往	continu
一如既往	alway
一妻制	monogami
一孔之见	limit
一孔之见	outlook
一孔之见	partial
一孔之见	view
一字	line
一字	row
一字一泪	idiom
一字一泪	teardrop
一字一泪	word
一字不差	word
一字不差	verbatim
一字不提	mention
一字不提	sth
一字不提	word
一字不提	singl
一字不提	idiom
一字不漏	word
一字不漏	without
一字不漏	miss
一字不落	yi
一字不落	bu
一字不落	see
一字不落	zi
一字不落	lou
一字不识	total
一字不识	illiter
一字之师	misread
一字之师	misspelt
一字之师	thu
一字之师	charact
一字之师	master
一字之师	one
一字之师	correct
一字千金	word
一字千金	valuabl
一字千金	gold
一字千金	thousand
一字千金	weight
一字千金	one
一字千金	idiom
一字千金	advic
一字千金	enorm
一字千金	worth
一字巾	head
一字巾	around
一字巾	worn
一字巾	cloth
一字巾	strip
一字巾	headband
一字褒贬	prais
一字褒贬	word
一字褒贬	power
一字褒贬	concis
一字褒贬	dispens
一字褒贬	style
一字褒贬	blame
一字褒贬	idiom
一字褒贬	singl
一定	given
一定	sure
一定	certain
一定	fix
一定	etc
一定	certainli
一定	necessarili
一定	extent
一定	particular
一定	must
一定要	must
一家	group
一家	preced
一家	whole
一家	name
一家	famili
一家之主	head
一家之主	master
一家之主	famili
一家之主	hous
一家人	household
一家人	whole
一家人	famili
一家子	whole
一家子	famili
一审	instanc
一审	law
一审	first
一寸光阴一寸金	treasur
一寸光阴一寸金	gold
一寸光阴一寸金	interv
一寸光阴一寸金	free
一寸光阴一寸金	lit
一寸光阴一寸金	idiom
一寸光阴一寸金	ounc
一寸光阴一寸金	time
一寸光阴一寸金	worth
一寸光阴一寸金	fig
一寸光阴一寸金，寸金难买寸光阴	buy
一寸光阴一寸金，寸金难买寸光阴	treasur
一寸光阴一寸金，寸金难买寸光阴	gold
一寸光阴一寸金，寸金难买寸光阴	money
一寸光阴一寸金，寸金难买寸光阴	interv
一寸光阴一寸金，寸金难买寸光阴	preciou
一寸光阴一寸金，寸金难买寸光阴	lit
一寸光阴一寸金，寸金难买寸光阴	idiom
一寸光阴一寸金，寸金难买寸光阴	ounc
一寸光阴一寸金，寸金难买寸光阴	time
一寸光阴一寸金，寸金难买寸光阴	must
一寸光阴一寸金，寸金难买寸光阴	worth
一寸光阴一寸金，寸金难买寸光阴	fig
一对	pair
一对	coupl
一对一斗牛	game
一对一斗牛	basketbal
一对一斗牛	one
一对儿	pair
一对儿	coupl
一小撮	hand
一小部分	small
一小部分	section
一小部分	part
一小阵儿	time
一小阵儿	brief
一小阵儿	period
一展身手	talent
一展身手	showcas
一展身手	individu
一展身手	uniqu
一展身手	one
一展身手	prowess
一展身手	display
一层	layer
一巴掌	spank
一巴掌	slap
一帆风顺	plain
一帆风顺	propiti
一帆风顺	sail
一帆风顺	idiom
一帆风顺	journey
一帆风顺	smoothli
一帆风顺	go
一帆风顺	throughout
一帆风顺	trip
一帆风顺	wind
一帆风顺	nice
一席之地	acknowledg
一席之地	play
一席之地	role
一席之地	place
